measurement_interval,section,interval_start,interval_end,n_months_reference,reference_endpoint_error,reference_fold_count,n_months_reduced,reduced_endpoint_error,reference_absolute_endpoint_error,reduced_absolute_endpoint_error,absolute_error_difference
6,S2,2016-11-01,2017-05-01,6,0.5674826257361292,1,6,0.6006935366352568,0.5674826257361292,0.6006935366352568,0.033210910899127644
6,S3,2016-11-01,2017-05-01,6,-0.623045661510078,1,6,0.1955724654311934,0.623045661510078,0.1955724654311934,-0.4274731960788846
6,S4,2016-11-01,2017-05-01,6,0.4766430634306736,1,6,-0.8689656791528217,0.4766430634306736,0.8689656791528217,0.39232261572214816
6,S5,2016-11-01,2017-05-01,6,3.066686780222117,1,6,3.903331311174048,3.066686780222117,3.903331311174048,0.836644530951931
6,S6,2016-11-01,2017-05-01,6,0.4957156472770213,1,6,0.2410300477909635,0.4957156472770213,0.2410300477909635,-0.2546855994860578
6,S1,2017-05-01,2017-11-01,6,2.0706382824395004,1,6,2.0512581319973338,2.0706382824395004,2.0512581319973338,-0.019380150442166677
6,S2,2017-05-01,2017-11-01,6,-0.17969609086469052,1,6,0.2467223744589182,0.17969609086469052,0.2467223744589182,0.06702628359422769
6,S3,2017-05-01,2017-11-01,6,-0.5666755681606559,1,6,0.4612039110428529,0.5666755681606559,0.4612039110428529,-0.10547165711780299
6,S4,2017-05-01,2017-11-01,6,1.6476362021353497,1,6,2.746877258966257,1.6476362021353497,2.746877258966257,1.0992410568309072
6,S5,2017-05-01,2017-11-01,6,1.7402376914518776,1,6,2.495824362560745,1.7402376914518776,2.495824362560745,0.7555866711088672
6,S6,2017-05-01,2017-11-01,6,0.7443434840081722,1,6,0.992238242022295,0.7443434840081722,0.992238242022295,0.24789475801412286
6,S1,2017-11-01,2018-05-01,6,-1.1061905988532268,1,6,-1.131798527592104,1.1061905988532268,1.131798527592104,0.025607928738877295
6,S2,2017-11-01,2018-05-01,6,0.09370212722983307,1,6,0.0152035794921623,0.09370212722983307,0.0152035794921623,-0.07849854773767076
6,S3,2017-11-01,2018-05-01,6,0.28636852366234267,1,6,0.0666943715326331,0.28636852366234267,0.0666943715326331,-0.21967415212970956
6,S4,2017-11-01,2018-05-01,6,2.6241409980057844,1,6,1.6969482803926703,2.6241409980057844,1.6969482803926703,-0.9271927176131141
6,S5,2017-11-01,2018-05-01,6,0.17578224127780454,1,6,0.9672875341745044,0.17578224127780454,0.9672875341745044,0.7915052928966999
6,S6,2017-11-01,2018-05-01,6,-3.51449075335024,1,6,-2.6900417040637468,3.51449075335024,2.6900417040637468,-0.8244490492864931
6,S1,2018-05-01,2018-11-01,6,0.5633099954747367,1,6,0.637583793191006,0.5633099954747367,0.637583793191006,0.0742737977162693
6,S2,2018-05-01,2018-11-01,6,-0.7933345758003876,1,6,-0.977852744638052,0.7933345758003876,0.977852744638052,0.18451816883766448
6,S3,2018-05-01,2018-11-01,6,0.7959764504483399,1,6,-0.2601867124386965,0.7959764504483399,0.2601867124386965,-0.5357897380096434
6,S4,2018-05-01,2018-11-01,6,0.920657035655254,1,6,1.336610344159049,0.920657035655254,1.336610344159049,0.41595330850379486
6,S5,2018-05-01,2018-11-01,6,-1.8958740238116432,1,6,-1.3096168317329484,1.8958740238116432,1.3096168317329484,-0.5862571920786948
6,S6,2018-05-01,2018-11-01,6,-0.7897596624515684,1,6,-0.4558918732036909,0.7897596624515684,0.4558918732036909,-0.33386778924787747
6,S1,2018-11-01,2019-05-01,6,-1.2004159514674595,1,6,-1.1665263082687645,1.2004159514674595,1.1665263082687645,-0.03388964319869503
6,S2,2018-11-01,2019-05-01,6,-0.22509420363270904,1,6,-0.7784810245435079,0.22509420363270904,0.7784810245435079,0.5533868209107988
6,S3,2018-11-01,2019-05-01,6,1.0776106317073921,1,6,0.501498666769777,1.0776106317073921,0.501498666769777,-0.5761119649376152
6,S4,2018-11-01,2019-05-01,6,0.034246566799247424,1,6,-0.9302380188785796,0.034246566799247424,0.9302380188785796,0.8959914520793322
6,S5,2018-11-01,2019-05-01,6,-1.616669376437219,1,6,-1.3220918922352,1.616669376437219,1.3220918922352,-0.294577484202019
6,S6,2018-11-01,2019-05-01,6,-3.9716544180924847,1,6,-3.855003486842394,3.9716544180924847,3.855003486842394,-0.11665093125009074
6,S1,2019-05-01,2019-11-01,6,-1.926422964038717,1,6,-2.1061509306542594,1.926422964038717,2.1061509306542594,0.17972796661554247
6,S2,2019-05-01,2019-11-01,6,-0.3252538994923595,1,6,-0.1664675030295095,0.3252538994923595,0.1664675030295095,-0.15878639646285
6,S3,2019-05-01,2019-11-01,6,0.49072927346247575,1,6,0.8270033614705294,0.49072927346247575,0.8270033614705294,0.3362740880080537
6,S4,2019-05-01,2019-11-01,6,-0.5487167338986313,1,6,-0.9276141293188956,0.5487167338986313,0.9276141293188956,0.37889739542026435
6,S5,2019-05-01,2019-11-01,6,-2.188985617454692,1,6,-2.140392055033693,2.188985617454692,2.140392055033693,-0.04859356242099899
6,S6,2019-05-01,2019-11-01,6,-1.771274937134761,1,6,-2.006130323635981,1.771274937134761,2.006130323635981,0.23485538650121995
6,S1,2019-11-01,2020-05-01,6,1.3237866591716467,1,6,1.415016777308565,1.3237866591716467,1.415016777308565,0.09123011813691817
6,S2,2019-11-01,2020-05-01,6,0.7844148169418079,1,6,0.829221544587952,0.7844148169418079,0.829221544587952,0.04480672764614413
6,S3,2019-11-01,2020-05-01,6,-0.6099739291465818,1,6,0.3355417396938032,0.6099739291465818,0.3355417396938032,-0.2744321894527786
6,S4,2019-11-01,2020-05-01,6,-0.09144219539072551,1,6,-0.2968386818169644,0.09144219539072551,0.2968386818169644,0.20539648642623887
6,S5,2019-11-01,2020-05-01,6,0.12856484994673933,1,6,0.7019403476629362,0.12856484994673933,0.7019403476629362,0.5733754977161969
6,S6,2019-11-01,2020-05-01,6,1.193352081827276,1,6,1.9056417347096288,1.193352081827276,1.9056417347096288,0.7122896528823528
6,S1,2020-05-01,2020-11-01,6,0.4573186750432672,1,6,0.4259403930642416,0.4573186750432672,0.4259403930642416,-0.03137828197902559
6,S2,2020-05-01,2020-11-01,6,1.292211021491079,1,6,1.1206461718237697,1.292211021491079,1.1206461718237697,-0.17156484966730923
6,S3,2020-05-01,2020-11-01,6,-1.0349685920847973,1,6,-0.4369022152478518,1.0349685920847973,0.4369022152478518,-0.5980663768369455
6,S4,2020-05-01,2020-11-01,6,1.6866479539863766,1,6,2.416061852378712,1.6866479539863766,2.416061852378712,0.7294138983923355
6,S5,2020-05-01,2020-11-01,6,2.6878788798475077,1,6,3.247866243375001,2.6878788798475077,3.247866243375001,0.5599873635274935
6,S6,2020-05-01,2020-11-01,6,-0.2005732108876367,1,6,-0.2567765742217469,0.2005732108876367,0.2567765742217469,0.05620336333411019
6,S1,2020-11-01,2021-05-01,6,1.7085299876831612,1,6,1.7424226074576197,1.7085299876831612,1.7424226074576197,0.033892619774458455
6,S2,2020-11-01,2021-05-01,6,1.0386132988420442,1,6,0.961963351799536,1.0386132988420442,0.961963351799536,-0.07664994704250827
6,S3,2020-11-01,2021-05-01,6,-0.3688535366083896,1,6,-0.3309469674432499,0.3688535366083896,0.3309469674432499,-0.03790656916513968
6,S4,2020-11-01,2021-05-01,6,3.00659737289841,1,6,2.406478785896849,3.00659737289841,2.406478785896849,-0.6001185870015613
6,S5,2020-11-01,2021-05-01,6,-0.327431540681794,1,6,0.4633196813877083,0.327431540681794,0.4633196813877083,0.13588814070591432
6,S6,2020-11-01,2021-05-01,6,2.2910566494427966,1,6,2.4821848151951444,2.2910566494427966,2.4821848151951444,0.1911281657523478
6,S1,2021-05-01,2021-11-01,6,0.8099526963716362,1,6,1.159077244471676,0.8099526963716362,1.159077244471676,0.3491245481000397
6,S2,2021-05-01,2021-11-01,6,1.8950652104626726,1,6,2.3198397227672864,1.8950652104626726,2.3198397227672864,0.4247745123046138
6,S3,2021-05-01,2021-11-01,6,-1.2410497644782428,1,6,-1.4819573518469566,1.2410497644782428,1.4819573518469566,0.24090758736871387
6,S4,2021-05-01,2021-11-01,6,2.9015414950404685,1,6,2.9306469360370877,2.9015414950404685,2.9306469360370877,0.02910544099661916
6,S5,2021-05-01,2021-11-01,6,-5.264651397586378,1,6,-4.60053890073786,5.264651397586378,4.60053890073786,-0.6641124968485181
6,S6,2021-05-01,2021-11-01,6,-0.054296124250557076,1,6,-0.3762070376398583,0.054296124250557076,0.3762070376398583,0.3219109133893012
6,S1,2021-11-01,2022-05-01,6,-0.9288893473452335,1,6,-0.7638910563501029,0.9288893473452335,0.7638910563501029,-0.16499829099513064
6,S2,2021-11-01,2022-05-01,6,1.8742937936648787,1,6,1.9941261679858984,1.8742937936648787,1.9941261679858984,0.11983237432101967
6,S3,2021-11-01,2022-05-01,6,1.1118276640474918,1,6,0.5592892809531413,1.1118276640474918,0.5592892809531413,-0.5525383830943504
6,S4,2021-11-01,2022-05-01,6,1.4711182848078161,1,6,0.8511224585928523,1.4711182848078161,0.8511224585928523,-0.6199958262149639
6,S5,2021-11-01,2022-05-01,6,-2.213613543599842,1,6,-1.6734664662330896,2.213613543599842,1.6734664662330896,-0.5401470773667525
6,S6,2021-11-01,2022-05-01,6,-3.5871414403007718,1,6,-3.512121484837431,3.5871414403007718,3.512121484837431,-0.07501995546334062
6,S1,2022-05-01,2022-11-01,6,1.4453632010811812,1,6,1.0722841563317371,1.4453632010811812,1.0722841563317371,-0.3730790447494441
6,S2,2022-05-01,2022-11-01,6,0.9523570179005341,1,6,1.1706346313290377,0.9523570179005341,1.1706346313290377,0.2182776134285036
6,S3,2022-05-01,2022-11-01,6,0.8439130526329559,1,6,-0.0018039099327282,0.8439130526329559,0.0018039099327282,-0.8421091427002277
6,S4,2022-05-01,2022-11-01,6,-0.1618841145444278,1,6,0.2038102115397797,0.1618841145444278,0.2038102115397797,0.04192609699535191
6,S5,2022-05-01,2022-11-01,6,4.997003622846634,1,6,5.065913460917575,4.997003622846634,5.065913460917575,0.0689098380709412
6,S6,2022-05-01,2022-11-01,6,4.878380336325699,1,6,4.941491624112749,4.878380336325699,4.941491624112749,0.06311128778705033
6,S1,2022-11-01,2023-05-01,6,0.05405391280714622,1,6,0.1364393208950649,0.05405391280714622,0.1364393208950649,0.08238540808791867
6,S2,2022-11-01,2023-05-01,6,0.7271794192110541,1,6,0.6562840598000186,0.7271794192110541,0.6562840598000186,-0.07089535941103553
6,S3,2022-11-01,2023-05-01,6,-0.23755276627118926,1,6,-0.0917623918890884,0.23755276627118926,0.0917623918890884,-0.14579037438210085
6,S4,2022-11-01,2023-05-01,6,-0.5125321568681751,1,6,-0.0781449880621938,0.5125321568681751,0.0781449880621938,-0.43438716880598127
6,S5,2022-11-01,2023-05-01,6,6.27194881531369,1,6,6.408698795173561,6.27194881531369,6.408698795173561,0.13674997985987059
6,S6,2022-11-01,2023-05-01,6,2.7119144629819845,1,6,3.192118331116925,2.7119144629819845,3.192118331116925,0.4802038681349403
6,S1,2023-05-01,2023-11-01,6,1.102349660760532,1,6,1.0354233420085484,1.102349660760532,1.0354233420085484,-0.06692631875198374
6,S2,2023-05-01,2023-11-01,6,-1.1463125346816008,1,6,-1.407997783456427,1.1463125346816008,1.407997783456427,0.26168524877482624
6,S3,2023-05-01,2023-11-01,6,-1.550843630986783,1,6,-1.3980970796799688,1.550843630986783,1.3980970796799688,-0.15274655130681425
6,S4,2023-05-01,2023-11-01,6,1.1610426436953811,1,6,0.8526098605315455,1.1610426436953811,0.8526098605315455,-0.3084327831638356
6,S5,2023-05-01,2023-11-01,6,2.0699380053711347,1,6,2.642269939535259,2.0699380053711347,2.642269939535259,0.5723319341641244
6,S6,2023-05-01,2023-11-01,6,4.774888597300136,1,6,4.331723110827788,4.774888597300136,4.331723110827788,-0.4431654864723482
6,S1,2023-11-01,2024-05-01,6,0.7908690514518825,1,6,0.3370981412215856,0.7908690514518825,0.3370981412215856,-0.45377091023029686
6,S2,2023-11-01,2024-05-01,6,-1.4188941110377176,1,6,-2.110500133610669,1.4188941110377176,2.110500133610669,0.6916060225729512
6,S3,2023-11-01,2024-05-01,6,-1.670689328345452,1,6,-2.613290815414418,1.670689328345452,2.613290815414418,0.9426014870689658
6,S4,2023-11-01,2024-05-01,6,1.565164271793137,1,6,0.9655301018328392,1.565164271793137,0.9655301018328392,-0.599634169960298
6,S5,2023-11-01,2024-05-01,6,-2.040724480250677,1,6,-2.0088823977981933,2.040724480250677,2.0088823977981933,-0.031842082452483655
6,S6,2023-11-01,2024-05-01,6,1.451435706755666,1,6,1.629658627560726,1.451435706755666,1.629658627560726,0.17822292080506008
6,S1,2024-05-01,2024-11-01,6,-0.5744124596796955,1,6,-0.2654087548678834,0.5744124596796955,0.2654087548678834,-0.30900370481181205
6,S2,2024-05-01,2024-11-01,6,-0.854975349768805,1,6,-0.7664691781436819,0.854975349768805,0.7664691781436819,-0.08850617162512309
6,S3,2024-05-01,2024-11-01,6,0.6129034384568031,1,6,1.0554974596332898,0.6129034384568031,1.0554974596332898,0.4425940211764867
6,S4,2024-05-01,2024-11-01,6,1.804947371616799,1,6,2.43629429247615,1.804947371616799,2.43629429247615,0.6313469208593512
6,S5,2024-05-01,2024-11-01,6,-1.1650920835408187,1,6,-0.6973805958268156,1.1650920835408187,0.6973805958268156,-0.46771148771400317
6,S6,2024-05-01,2024-11-01,6,-2.024549809687921,1,6,-3.789237487488114,2.024549809687921,3.789237487488114,1.7646876778001928
12,S1,2013-05-01,2014-05-01,12,-1.1119951560868597,2,12,-1.0695403409528963,1.1119951560868597,1.0695403409528963,-0.04245481513396343
12,S2,2013-05-01,2014-05-01,12,-1.068968644795374,2,12,-1.2705368470660154,1.068968644795374,1.2705368470660154,0.20156820227064154
12,S3,2013-05-01,2014-05-01,12,2.68261058407567,2,12,2.8931546899840583,2.68261058407567,2.8931546899840583,0.21054410590838835
12,S4,2013-05-01,2014-05-01,12,3.3541249678172913,2,12,1.4882253389440037,3.3541249678172913,1.4882253389440037,-1.8658996288732876
12,S5,2013-05-01,2014-05-01,12,-15.062215056969944,2,12,-15.596812942935024,15.062215056969944,15.596812942935024,0.5345978859650806
12,S6,2013-05-01,2014-05-01,12,-3.436434456647169,2,12,-3.472936950040303,3.436434456647169,3.472936950040303,0.03650249339313394
12,S1,2014-05-01,2015-05-01,12,0.6812358821448339,2,12,0.4454162223698725,0.6812358821448339,0.4454162223698725,-0.2358196597749614
12,S2,2014-05-01,2015-05-01,12,1.8636285681910383,2,12,1.718048393491891,1.8636285681910383,1.718048393491891,-0.1455801746991472
12,S3,2014-05-01,2015-05-01,12,0.8724169695976567,2,12,0.7114520916602354,0.8724169695976567,0.7114520916602354,-0.1609648779374213
12,S4,2014-05-01,2015-05-01,12,6.0874748899640085,2,12,6.36404791393328,6.0874748899640085,6.36404791393328,0.27657302396927186
12,S5,2014-05-01,2015-05-01,12,-0.3414216397363447,2,12,2.8668079034144656,0.3414216397363447,2.8668079034144656,2.525386263678121
12,S6,2014-05-01,2015-05-01,12,-0.933761551264163,2,12,-1.1654233793936335,0.933761551264163,1.1654233793936335,0.23166182812947045
12,S1,2015-05-01,2016-05-01,12,-2.2019612498244863,2,12,-2.070791556824217,2.2019612498244863,2.070791556824217,-0.13116969300026948
12,S2,2015-05-01,2016-05-01,12,0.18270408048968523,2,12,0.3947023705661965,0.18270408048968523,0.3947023705661965,0.21199829007651128
12,S3,2015-05-01,2016-05-01,12,-0.990854333269042,2,12,-1.786636314752192,0.990854333269042,1.786636314752192,0.7957819814831499
12,S4,2015-05-01,2016-05-01,12,2.03126264318967,2,12,1.7741889734753886,2.03126264318967,1.7741889734753886,-0.25707366971428125
12,S5,2015-05-01,2016-05-01,12,-2.66454002198156,2,12,-0.0376981722363125,2.66454002198156,0.0376981722363125,-2.6268418497452473
12,S6,2015-05-01,2016-05-01,12,-4.833818122805136,2,12,-2.913500941722438,4.833818122805136,2.913500941722438,-1.920317181082698
12,S1,2016-05-01,2017-05-01,12,-1.207351083306949,2,12,-1.3168576957302298,1.207351083306949,1.3168576957302298,0.10950661242328086
12,S2,2016-05-01,2017-05-01,12,0.25796192954585434,2,12,-0.1546014764813037,0.25796192954585434,0.1546014764813037,-0.10336045306455063
12,S3,2016-05-01,2017-05-01,12,-1.5919711729653132,2,12,-1.4121441798923104,1.5919711729653132,1.4121441798923104,-0.17982699307300276
12,S4,2016-05-01,2017-05-01,12,-0.8074673946021389,2,12,-1.0851731952392152,0.8074673946021389,1.0851731952392152,0.2777058006370763
12,S5,2016-05-01,2017-05-01,12,3.2102920797525085,2,12,4.288550229941757,3.2102920797525085,4.288550229941757,1.0782581501892485
12,S6,2016-05-01,2017-05-01,12,-0.8997215843287043,2,12,0.7902306582451022,0.8997215843287043,0.7902306582451022,-0.10949092608360211
12,S1,2017-05-01,2018-05-01,12,0.9644476835862739,2,12,0.7956832997723682,0.9644476835862739,0.7956832997723682,-0.16876438381390568
12,S2,2017-05-01,2018-05-01,12,-0.08599396363485745,2,12,-0.3847161414228672,0.08599396363485745,0.3847161414228672,0.29872217778800975
12,S3,2017-05-01,2018-05-01,12,-0.28030704449831323,2,12,0.4436527619076713,0.28030704449831323,0.4436527619076713,0.16334571740935805
12,S4,2017-05-01,2018-05-01,12,4.271777200141134,2,12,4.424701336535214,4.271777200141134,4.424701336535214,0.15292413639407965
12,S5,2017-05-01,2018-05-01,12,1.9160199327296823,2,12,3.2511324652217235,1.9160199327296823,3.2511324652217235,1.3351125324920412
12,S6,2017-05-01,2018-05-01,12,-2.770147269342068,2,12,-3.3022837542456625,2.770147269342068,3.3022837542456625,0.5321364849035946
12,S1,2018-05-01,2019-05-01,12,-0.6371059559927227,2,12,-0.3094682483379742,0.6371059559927227,0.3094682483379742,-0.3276377076547485
12,S2,2018-05-01,2019-05-01,12,-1.0184287794330966,2,12,-2.426137975503093,1.0184287794330966,2.426137975503093,1.4077091960699966
12,S3,2018-05-01,2019-05-01,12,1.873587082155732,2,12,0.1486589504472761,1.873587082155732,0.1486589504472761,-1.724928131708456
12,S4,2018-05-01,2019-05-01,12,0.9549036024545015,2,12,0.6320073882891601,0.9549036024545015,0.6320073882891601,-0.3228962141653413
12,S5,2018-05-01,2019-05-01,12,-3.512543400248862,2,12,-2.935308106552622,3.512543400248862,2.935308106552622,-0.5772352936962402
12,S6,2018-05-01,2019-05-01,12,-4.7614140805440535,2,12,-3.8610119899232433,4.7614140805440535,3.8610119899232433,-0.9004020906208101
12,S1,2019-05-01,2020-05-01,12,-0.6026363048670699,2,12,-0.5526146881033012,0.6026363048670699,0.5526146881033012,-0.050021616763768706
12,S2,2019-05-01,2020-05-01,12,0.4591609174494484,2,12,0.6972414898014581,0.4591609174494484,0.6972414898014581,0.23808057235200963
12,S3,2019-05-01,2020-05-01,12,-0.11924465568410603,2,12,1.1473080707694097,0.11924465568410603,1.1473080707694097,1.0280634150853036
12,S4,2019-05-01,2020-05-01,12,-0.6401589292893568,2,12,-1.4565013554356123,0.6401589292893568,1.4565013554356123,0.8163424261462555
12,S5,2019-05-01,2020-05-01,12,-2.060420767507953,2,12,-1.4757456712623322,2.060420767507953,1.4757456712623322,-0.5846750962456206
12,S6,2019-05-01,2020-05-01,12,-0.577922855307485,2,12,0.2973509220834156,0.577922855307485,0.2973509220834156,-0.28057193322406937
12,S1,2020-05-01,2021-05-01,12,2.165848662726429,2,12,2.422407559960124,2.165848662726429,2.422407559960124,0.25655889723369496
12,S2,2020-05-01,2021-05-01,12,2.330824320333123,2,12,1.9483115677639555,2.330824320333123,1.9483115677639555,-0.3825127525691674
12,S3,2020-05-01,2021-05-01,12,-1.4038221286931867,2,12,-0.9654704602334192,1.4038221286931867,0.9654704602334192,-0.4383516684597675
12,S4,2020-05-01,2021-05-01,12,4.693245326884787,2,12,5.590325817858446,4.693245326884787,5.590325817858446,0.8970804909736589
12,S5,2020-05-01,2021-05-01,12,2.360447339165713,2,12,3.498638205133926,2.360447339165713,3.498638205133926,1.138190865968213
12,S6,2020-05-01,2021-05-01,12,2.09048343855516,2,12,1.934260886440562,2.09048343855516,1.934260886440562,-0.15622255211459812
12,S1,2021-05-01,2022-05-01,12,-0.11893665097359718,2,12,0.167984816570208,0.11893665097359718,0.167984816570208,0.04904816559661082
12,S2,2021-05-01,2022-05-01,12,3.7693590041275513,2,12,4.363605933390612,3.7693590041275513,4.363605933390612,0.5942469292630603
12,S3,2021-05-01,2022-05-01,12,-0.12922210043075077,2,12,-0.902363554959046,0.12922210043075077,0.902363554959046,0.7731414545282952
12,S4,2021-05-01,2022-05-01,12,4.372659779848284,2,12,3.9992205803423726,4.372659779848284,3.9992205803423726,-0.37343919950591165
12,S5,2021-05-01,2022-05-01,12,-7.478264941186221,2,12,-6.134109161830237,7.478264941186221,6.134109161830237,-1.344155779355984
12,S6,2021-05-01,2022-05-01,12,-3.641437564551329,2,12,-3.0859245849537302,3.641437564551329,3.0859245849537302,-0.5555129795975988
12,S1,2022-05-01,2023-05-01,12,1.4994171138883274,2,12,0.9520576283499688,1.4994171138883274,0.9520576283499688,-0.5473594855383587
12,S2,2022-05-01,2023-05-01,12,1.6795364371115882,2,12,2.119674950351973,1.6795364371115882,2.119674950351973,0.4401385132403848
12,S3,2022-05-01,2023-05-01,12,0.6063602863617666,2,12,0.1680665624648698,0.6063602863617666,0.1680665624648698,-0.4382937238968968
